stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,stop_timezone,wheelchair_boarding
351,10352,KILIÇ 1,,40.727684682,29.977439645,,,0,,Europe/Istanbul,0
352,10353,ASKERİYE,,40.719884692,29.9478227173,,,0,,Europe/Istanbul,0
353,10354,KASIM AĞA 1,,40.7177301282,29.948494515,,,0,,Europe/Istanbul,0
354,10355,ESEN SOKAK,,40.71472,29.941973,,,0,,Europe/Istanbul,0
355,10356,FETİH CAMİİ 1,,40.7148053429,29.9445933527,,,0,,Europe/Istanbul,0
356,10357,KULLAR OTO PAZARI,,40.745094,29.958517,,,0,,Europe/Istanbul,0
357,10358,VEZİRÇİFTLİĞİ  MERKEZ 1,,40.742455,29.957804,,,0,,Europe/Istanbul,0
358,10359,VEZİRÇİFTLİĞİ MUHTARLIĞI 1,,40.7411608655,29.9575172988,,,0,,Europe/Istanbul,0
359,10360,FİKİR,,40.7389498605,29.9573530798,,,0,,Europe/Istanbul,0
360,10361,VEZİRÇİFTLİĞİ SAĞLIK OCAĞI,,40.7390420898,29.9594911406,,,0,,Europe/Istanbul,0
361,10362,VEZİRÇİFTLİĞİ TRAFO 1,,40.7416457688,29.961310391,,,0,,Europe/Istanbul,0
362,10363,KARA SOKAK,,40.72353,29.964561,,,0,,Europe/Istanbul,0
363,81015,ÇAYIRKÖY 4,,40.79972,29.993023,,,0,,Europe/Istanbul,0
364,10365,DEMİR SOKAK,,40.7234661822,29.9590670743,,,0,,Europe/Istanbul,0
365,10366,SAFİR SOKAK,,40.7228815201,29.9534100295,,,0,,Europe/Istanbul,0
366,10367,TINAZTEPE ÇİNİLİ CAMİİ 1,,40.71403,29.953514,,,0,,Europe/Istanbul,0
367,80372,TURGUT ÖZAL GÜNEY YANYOL 2,,40.7612527593,29.9359698633,,,0,,Europe/Istanbul,0
368,10369,OSMANLI 1,,40.7144535816,29.9477969406,,,0,,Europe/Istanbul,0
370,10371,ALSANCAK CADDESİ 1,,40.740643,29.983717,,,0,,Europe/Istanbul,0
371,10372,KIZKÖPRÜ MEZARLIĞI,,40.738728,29.986065,,,0,,Europe/Istanbul,0
372,10373,ARITMA DEPOLAMA ALANI,,40.7070143504451,29.9818342924118,,,0,,Europe/Istanbul,0
374,10375,NEBİ SOKAK 1,,40.69902,29.981157,,,0,,Europe/Istanbul,0
375,30235,GÜNERI SOKAK,,40.781929216,29.3706893385,,,0,,Europe/Istanbul,0
376,10377,YUVACIK TARIM MÜDÜRLÜĞÜ 2,,40.6880456713,29.9673616828,,,0,,Europe/Istanbul,0
377,10378,YUVACIK MERKEZ,,40.686764,29.966736,,,0,,Europe/Istanbul,0
378,60327,SELİM PAŞA CAD. 1,,40.8133400936,29.405638971,,,0,,Europe/Istanbul,0
379,10380,YUVACIK GARAJ 1,,40.690826,29.963074,,,0,,Europe/Istanbul,0
380,10381,YUVACIK TEPE 1,,40.693954,29.961267,,,0,,Europe/Istanbul,0
381,10382,DİKMEN SOKAK,,40.6963573036,29.9593867296,,,0,,Europe/Istanbul,0
382,10383,YUVACIK KARAKOL,,40.6974291074,29.9568035685,,,0,,Europe/Istanbul,0
383,10384,AHMET YESEVİ CADDESİ,,40.7049274853,29.9532638208,,,0,,Europe/Istanbul,0
384,10385,BOYUNEĞMEZ,,40.7089579561,29.9510496888,,,0,,Europe/Istanbul,0
385,10386,YUVACIK ÜÇYOL 2,,40.712242,29.949167,,,0,,Europe/Istanbul,0
386,10387,YURTTAŞ SOKAK 1,,40.7134938158,29.9490231686,,,0,,Europe/Istanbul,0
388,10389,KARAYEMİŞ,,40.7225812604,29.9502817776,,,0,,Europe/Istanbul,0
389,10390,MAVİ SOKAK 1,,40.7011761401,29.9615661693,,,0,,Europe/Istanbul,0
390,10391,KELEBEK SOKAK 1,,40.7038231545,29.9620301543,,,0,,Europe/Istanbul,0
391,30312,ÜLKÜ SOKAK,,40.7736686303,29.3868582979,,,0,,Europe/Istanbul,0
392,10393,HIZIR REİS SOKAK,,40.7124519312,29.9582872129,,,0,,Europe/Istanbul,0
393,10394,YUVACIK FATİH CAMİİ 1,,40.6886035747,29.9676097348,,,0,,Europe/Istanbul,0
